store_no,store_nm,addr,category,telephone,address,roadAddress,mapx,mapy,description,link,Correct
643022,미즈헤어,경상북도 구미시 도량동,"생활,편의>미용실",,경상북도 구미시 도량동 226,경상북도 구미시 도봉로 76-55,428678,393303,,http://chel7501@naver. com,O
643047,중원인더스트리,충청북도 충주시 목행동,제조업>금속가공제품제조,,충청북도 충주시 목행동 526-33,충청북도 충주시 목행산단7로 10,393266,489075,,,O
643110,이지 스터디,충청남도 천안시 동남구 목천읍 신계리,,,,,,,,,X
643199,에듀바비 동서울지사,경기도 남양주시 호평동,,,,,,,,,X
643424,드론탑교육원,대전광역시 동구 가양동,"협회,단체>시험,자격증",,대전광역시 동구 가양동 404-3,대전광역시 동구 동대전로 261,350506,416122,,https://www.facebook.com/eunjun.jeong.50,O
643588,디바인 PT클럽,경기도 남양주시 별내동,스포츠시설>헬스장,,경기도 남양주시 별내동 826-10 리츠프라자2 7층 디바인 PT클럽,경기도 남양주시 별내3로 318 리츠프라자2 7층 디바인 PT클럽,322378,562983,,,O
643839,모범세탁소,충청북도 청주시 상당구 금천동,세탁>세탁소,,충청북도 청주시 상당구 금천동 230-2,충청북도 청주시 상당구 수영로259번길 22,355814,447569,,,O
643880,더조은디자인 건축,강원도 춘천시 퇴계동,"설계,엔지니어링>건축설계",,강원도 춘천시 퇴계동  888-5,강원도 춘천시 공원4길 7,376005,584303,,,O
643938,센트럴아이파크 명품 세탁 수선,서울특별시 서초구,,,,,,,,,X
643958,틴트게러지,서울특별시 도봉구 창동,,,,,,,,,X
644014,엠케이푸드,경상남도 창원시 성산구 외동,,,,,,,,,X
644020,개성보쌈족발(원종점),경기도 부천시 원종동,,,,,,,,,X
644061,주식회사 에코그린코리아,경기도 양주시 봉양동,,,,,,,,,X
644084,까사드테하,대구광역시 달성군 가창면 삼산리,"음식점>카페,디저트",,대구광역시 달성군 가창면 삼산리 890,대구광역시 달성군 가창면 녹문길 16-11,459788,348604,,https://www.instagram.com/doownbb,O
644167,비노바인,서울특별시 서초구 서초동,음식점>이탈리아음식,,서울특별시 서초구 서초동 1540-5,서울특별시 서초구 반포대로23길 6 효진빌딩 B1,312502,543474,,https://vinovinebar.modoo.at,O
644243,예진 아뜰리에,경상남도 창원시 의창구 신월동,"생활,편의>공방",,경상남도 창원시 의창구 신월동 55-12 1층,경상남도 창원시 의창구 신사로 15-1 1층,462807,292188,,http://www.instagram.com/yejini84,O
644294,어나더비치,충청남도 태안군 남면 신온리,숙박>펜션,,충청남도 태안군 남면 신온리 833-170,충청남도 태안군 남면 곰섬로 236-72,247176,445349,,http://anotherbeach.co.kr,O
644331,할리스커피 청주강서점,충청북도 청주시 흥덕구 가경동,"카페,디저트>카페",,충청북도 청주시 흥덕구 가경동 1746,충청북도 청주시 흥덕구 서현동로 8,349256,447043,,http://www.hollys.co.kr/,O
644423,캣츠(CATS),부산광역시 북구 구포동,숙박>모텔,,부산광역시 북구 구포동 1060-352,부산광역시 북구 낙동대로1694번나길 21,491027,290221,,http://www.gohere.kr/hotel/goHotel.do?idHotel=H000001427,O
644498,피자탑 (평촌점),경기도 안양시 동안구 호계동,양식>피자,,경기도 안양시 동안구 호계동 1068-1 1층 피자탑,경기도 안양시 동안구 평촌대로107번길 20-7 1층 피자탑,308015,531590,,,O
644502,김밥일번지 장유점,경상남도 김해시 관동동,,,,,,,,,X
644532,청춘,전라남도 목포시 상동,양식>핫도그,,전라남도 목포시 상동 1154-8,전라남도 목포시 미항로 101,256670,245251,,http://chungchunhotdog.com/,O
644575,싸움의고수철원와수점,강원도 철원군 서면 와수리,"육류,고기요리>족발,보쌈",,강원도 철원군 서면 와수리 1140-49,강원도 철원군 서면 와수로173번길 13,350976,626357,,http://www.ssaum.co.kr,O
644592,호수베이커리카페,충청북도 청주시 청원구 오창읍 각리,,,,,,,,,X
644613,월미관,인천광역시 중구 북성동1가,일식>일식당,,인천광역시 중구 북성동1가 98-1,인천광역시 중구 월미로 188,276527,542715,,,O
644748,윤지현꼬마김밥,충청북도 청주시 서원구 모충동,,,,,,,,,X
644783,다온연합소아청소년과의원,대구광역시 달성군 구지면 응암리,"병원,의원>소아청소년과",,대구광역시 달성군 구지면 응암리 1206-1 2층,대구광역시 달성군 구지면 과학마을로 42 2층,438040,339628,,,O
644814,FORSYNAiL,경기도 하남시,"미용>네일아트,네일샵",,경기도 하남시 망월동 941-3,경기도 하남시 미사대로 380 농협하나로마트 3층,329192,552260,,http://www.instagram.com/forsynailhanam,O
645096,GS25 대한통운장지점(상품권),경기도 광주시 장지동,,,,,,,,,X
645163,지에스파크24(주)나성하와이제2주차장,대구광역시 달서구 대곡동,,,,,,,,,X
645270,파스타입니다 군포점,경기도 군포시 금정동,,,,,,,,,X
645273,더원푸드 주식회사,경기도 남양주시 수동면 입석리,,,,,,,,,X
645368,아수라 떡볶이 진도점,전라남도 진도군 진도읍 쌍정리,분식>종합분식,,전라남도 진도군 진도읍 쌍정리 15-20,전라남도 진도군 진도읍 옥주길 24,240796,210906,,,O
645387,프롬뉴욕필라테스,부산광역시 해운대구 우동,,,,,,,,,X
645414,센트럴셀파공부방,부산광역시 기장군 정관읍 달산리,,,,,,,,,X
645443,에스비(sb)부동산개발,충청남도 태안군 원북면 방갈리,,,,,,,,,X
645585,숲마마키친by숲케이터링,서울특별시 중구 광희동2가,,,,,,,,,X
645627,자담치킨(전농점),서울특별시 동대문구 전농동,"음식점>치킨,닭강정",,서울특별시 동대문구 전농동 90-7,서울특별시 동대문구 전농로 155,316881,553362,,http://ejadam.co.kr,O
645642,처가집양념치킨 방어진점,울산광역시 동구 방어동,"음식점>치킨,닭강정",,울산광역시 동구 방어동 125-9,울산광역시 동구 동진2길 17,529641,321812,,http://www.cheogajip.co.kr/,O
645681,에이치에스컴퍼니,부산광역시 수영구 광안동,,,,,,,,,X
645780,초전영어수학학원,경상남도 진주시 초전동,교습학원>입시학원,,경상남도 진주시 초전동 1709-1 3층,경상남도 진주시 초북로20번길 6 3층,410517,290370,,http://blog.naver.com/genesis80mas,O
645834,티지(TG)교육그룹학원(김해점),경상남도 김해시 내동,"교육,학문>교습학원",,경상남도 김해시 내동 1142-2,경상남도 김해시 내외로95번길 21 아카데미빌딩 7층,479183,293401,,http://gimhaetgstudy1.modoo.at,O
645889,사계진미숯불닭갈비삼화점,제주특별자치도 제주시 도련일동,한식>닭갈비,,제주특별자치도 제주시 도련일동 1937-5,제주특별자치도 제주시 건주로 33 / 2층,268370,103172,,http://www.sagyejinmi.com,O
646031,하당미술관숙제,전라남도 목포시 옥암동,학원>미술학원,,전라남도 목포시 석현동 1171-1 광명샤인빌 1차,전라남도 목포시 석현로 42 광명샤인빌 1차,256129,247569,,http://blog.naver.com/mary7kim,X
646107,브로스,대전광역시 서구 탄방동,패션잡화>가발,,대전광역시 서구 탄방동 590,대전광역시 서구 둔산중로 19 샤크존 2층 202호 브로스,345100,416576,,http://브로스.com,O
646144,프롬뷰티,충청남도 아산시 용화동,"미용>네일아트,네일샵",,충청남도 아산시 용화동 1557 1층,충청남도 아산시 용화로12번길 7-4 1층,311868,463929,,http://instagram.com/,O
646161,모단공예협동조합,경상남도 김해시 지내동,,,,,,,,,X
646346,영촌떡방앗간,대전광역시 중구 호동,"쇼핑,유통>방앗간",,대전광역시 중구 호동 9-6,대전광역시 중구 대종로141번길 11,350716,411668,,,O
646378,밍크 스튜디오,서울특별시 성북구 성북동,"생활,편의>사진,스튜디오",,서울특별시 성북구 성북동 321,서울특별시 성북구 대사관로 98 1층 2층,311243,555714,,https://www.instagram.com/mink____studio,O
646405,지에스에이153 주식회사,서울특별시 강남구 논현동,,,,,,,,,X
646425,우리할매떡볶이 광주상무점,광주광역시 서구 치평동,분식>떡볶이,,광주광역시 서구 치평동 1187-3,광주광역시 서구 치평로 112,295200,284894,,http://wehalmae.co.kr/,O
646507,나들한옥,경상북도 경주시 인왕동,숙박>민박,,경상북도 경주시 인왕동 814-3,경상북도 경주시 쪽샘길 4-1,510268,360257,,http://gjhanok.com,O
646735,봉힐링샵,강원도 영월군 영월읍 영흥리,"미용>마사지,지압",,강원도 영월군 영월읍 영흥리 912-3,강원도 영월군 영월읍 중앙로 74,442089,509172,,,O
646784,텐업테크,서울특별시 중랑구 망우동,,,,,,,,,X
646974,미사로,서울특별시 서초구 잠원동,,,,,,,,,X
647040,불타는 막창,경상남도 밀양시 삼문동,"한식>곱창,막창,양",,경상남도 밀양시 삼문동 741-12,경상남도 밀양시 미리벌중앙로1길 21,468083,320457,,,O
647123,116동 공부방,경기도 파주시 동패동,,,,,,,,,X
647190,빈티지플렉스,경기도 파주시 금촌동,"쇼핑,유통>구제의류",,경기도 파주시 금촌동 767-1,경기도 파주시 문화로 62 서관1층 103호,292368,573775,,,O
647776,지에스25덕례수시아점 (상품권),전라남도 광양시 광양읍 덕례리,,,,,,,,,X
647800,풀잎힐링카페지점,울산광역시 북구 창평동,,,,,,,,,X
647806,엠트리월드,경기도 파주시 목동동,,,,,,,,,X
647980,빵샘 마포구청점,서울특별시 마포구,,,,,,,,,X
647984,본도시락 울산범서점,울산광역시 울주군 범서읍 구영리,"음식점>도시락,컵밥",,울산광역시 울주군 범서읍 구영리 386-5,울산광역시 울주군 범서읍 구영로 162 103호,512940,330576,,http://www.bonif.co.kr/bondosirak,O
648051,(주)이마트에브리데이 도봉점(상품권),서울특별시 도봉구 도봉동,,,,,,,,,X
648094,나우세무회계and컨설팅,경기도 김포시 장기동,,,,,,,,,X
648168,이지원,경기도 김포시 운양동,,,,,,,,,X
648269,킨스시,대구광역시 중구 남산동,일식>일식당,,대구광역시 중구 남산동 2104-1,대구광역시 중구 중앙대로58길 60,453890,362081,,,O
648280,에쓰엠씨신라메디컬의원,서울특별시 강남구 역삼동,,,,,,,,,X
648655,노포물총칼국수,부산광역시 해운대구 중동,,,,,,,,,X
648718,일라엘 신제주점,제주특별자치도 제주시 노형동,,,,,,,,,X
648810,밥사랑(화성),경기도 화성시 반월동,,,,,,,,,X
648937,신기술 의료기,부산광역시 동래구 온천동,,,,,,,,,X
648943,최용훈국어광진광장학원,서울특별시 광진구 구의동,교습학원>입시학원,,서울특별시 광진구 구의동 199-5,"서울특별시 광진구 광나루로54길 6 주보빌 2,4층",320298,549096,,http:// www.gukpul.com,O
648950,시즌글라스 삼성현점,경상북도 경산시 백천동,"쇼핑,유통>종합도소매",,경상북도 경산시 백천동 590-5,경상북도 경산시 경청로218길 9,467016,356031,,,O
648982,홍대성모 정신건강의학과의원,서울특별시 마포구 동교동,,,,,,,,,X
648995,통큰푸드 가양점,서울특별시 강서구 가양동,음식점>한식,,서울특별시 강서구 가양동 135-1,서울특별시 강서구 양천로51길 11,297975,552416,,,O
649126,싱크공장부뚜막산업,대전광역시 서구 가장동,"전문,기술서비스>인테리어디자인",,대전광역시 서구 가장동 42-8,대전광역시 서구 갈마로 295,344998,414658,,http://blog.naver.com/omsun1004,O
649297,우리94,부산광역시 동래구 사직동,금융서비스>은행,,부산광역시 연제구 거제동 1477-1,부산광역시 연제구 아시아드대로 94 우리은행,497409,288751,,http://www.wooribank.com/,X
649314,젠틀래빗,경기도 고양시 일산동구 장항동,,,,,,,,,X
649421,홀덤 클라쓰,경기도 하남시 망월동,,,,,,,,,X
649694,백재주유소,경기도 광명시 노온사동,주유소>SK주유소,,경기도 광명시 노온사동 409-10,경기도 광명시 광명로 482,298209,538564,,,O
649802,큐벨로 (QVELO),서울특별시 노원구 공릉동,"쇼핑,유통>자전거",,서울특별시 노원구 공릉동 684-45,서울특별시 노원구 동일로173길 39,318362,557715,,,O
649986,투모바일,서울특별시 강남구 삼성동,,,,,,,,,X
650140,카이신,서울특별시 용산구 후암동,"쇼핑,유통>수입식품",,서울특별시 용산구 후암동 114-14,서울특별시 용산구 후암로35길 37,309727,550226,,http://blog.naver.com/yonghwa6999,O
650266,김주철,경상남도 양산시 물금읍 물금리,,,,,,,,,X
650318,휴메디케어 주식회사,인천광역시 계양구 계산동,,,,,,,,,X
650630,가구룸,전라북도 익산시 함열읍 와리,"쇼핑,유통>주방가구",,전라북도 익산시 함열읍 와리 645-2,전라북도 익산시 함열읍 함열로 15,306346,386604,,,O
650675,33돈까스상암본점,서울특별시 마포구 상암동,일식>일식당,,서울특별시 마포구 상암동 1687 지하1층02호,서울특별시 마포구 상암산로1길 69,301580,553686,,,O
650692,참짐헬스24시,경상남도 김해시 외동,"스포츠,오락>스포츠시설",,경상남도 김해시 외동 1104-1,경상남도 김해시 금관대로 1125 상가건물 3층,477462,292523,,,O
650699,아름별 헤어#,서울특별시 서초구 반포동,"생활,편의>미용실",,서울특별시 서초구 잠원동 57-20,서울특별시 서초구 잠원로8길 25 2층 아름별헤어#,312812,546267,,,X
650846,싱글벙글왕새우,경상남도 진주시 충무공동,음식점>한식,,경상남도 진주시 충무공동 289-1,경상남도 진주시 에나로128번길 18,413271,286374,,,O
651044,GS25여좌태백점,경상남도 창원시 진해구 여좌동,"생활,편의>편의점",,경상남도 창원시 진해구 여좌동 820-1,경상남도 창원시 진해구 태백서로 4,461477,283955,,http://gs25.gsretail.com/,O
651167,아우라통신(역촌점),서울특별시 은평구 역촌동,,,,,,,,,X
651170,이삼장어,경상북도 포항시 북구 장성동,"쇼핑,유통>수산물",,경상북도 포항시 북구 장성동 1494-6,경상북도 포항시 북구 신덕로 275,525031,388434,,https://www.instagram.com/23eel_official_,O
651528,고기편집샵,서울특별시 강남구 신사동,,,,,,,,,X
651541,우정곰탕배달전문,경상남도 창원시 의창구 사림동,,,,,,,,,X
651560,양재동에서,서울특별시 서초구 양재동,,,,,,,,,X
651637,갓샐러드 (이동점),경상북도 포항시 남구 대잠동,"음식점>카페,디저트",,경상북도 포항시 남구 대잠동 469-11,경상북도 포항시 남구 대이로 108 1층 갓샐러드,521102,381338,,,O
651695,아라,강원도 동해시 발한동,"생활,편의>공방",,강원도 동해시 발한동 240-13,강원도 동해시 발한로 185,497989,550043,,,O
651722,야스라기,부산광역시 동래구 온천동,,,,,,,,,X
651861,남포엠비시아카데미뷰티미용학원,부산광역시 중구 중앙동6가,"직업,기술학원>미용",,부산광역시 중구 중앙동6가 12 다원 중앙타워 10층,부산광역시 중구 중앙대로 26 다원 중앙타워 10층,494740,278407,,http://www.mbcbeauty.co.kr/?r=nampo,O
651915,온아이맘,전라북도 고창군 고창읍 석교리,,,,,,,,,X
652116,혜윰 세이프티,대전광역시 서구 탄방동,"쇼핑,유통>과학기기,장비",,대전광역시 서구 탄방동 1135,대전광역시 서구 남선로 39-10,346071,416426,,,O
652119,네일 딜라잇,서울특별시 동대문구 장안동,,,,,,,,,X
652309,검암애맘,인천광역시 서구 검암동,,,,,,,,,X
652324,펄디스트릭,경상남도 진주시 하대동,음식점>브런치,,경상남도 진주시 하대동 421-13,경상남도 진주시 선학산길 105,410661,287753,,https://www.instagram.com/pearl_district_,O
652347,스터디하우중등부내신전문학원,세종특별자치시 나성동,"교육,학문>교습학원",,세종특별자치시 나성동 716 참미르빌딩 306호,세종특별자치시 한누리대로 193 참미르빌딩 306호,333936,431504,,,O
652348,라떼 한송이,경기도 의정부시 금오동,,,,,,,,,X
652413,모슬포바다수산,제주특별자치도 서귀포시 대정읍 하모리,,,,,,,,,X
652437,봉수아피자 춘천점,강원도 춘천시 석사동,양식>피자,,강원도 춘천시 석사동 769-2 1층,강원도 춘천시 우석로 27 1층,378108,584485,,https://www.bongsuapizza.com/,O
652448,피자나라 치킨공주 도담점,세종특별자치시 도담동,음식점>피자,,세종특별자치시 도담동 685 도램마을2단지 상가 101호,세종특별자치시 다솜1로 164 도램마을2단지 상가 101호,333537,434923,,,O
652544,그루터,인천광역시 서구 가정동,"음식점>카페,디저트",,인천광역시 서구 가정동 619-7,인천광역시 서구 염곡로464번길 15 쓰리엠타워 104호,282727,547972,,,O
652587,에스티 필라테스,서울특별시 동작구 사당동,스포츠시설>필라테스,,서울특별시 동작구 사당동 128-1,서울특별시 동작구 동작대로29길 45 정원상가2층,309966,543407,,https://stpilates1.modoo.at,O
652694,무모한초밥성성점,충청남도 천안시 서북구 성성동,"일식>초밥,롤",,충청남도 천안시 서북구 성성동 694 하나타워 101호,충청남도 천안시 서북구 성성9로 7 하나타워 101호,322711,471344,,,O
652741,대림국수,서울특별시 중구 산림동,,,,,,,,,X
652848,예림필라테스,부산광역시 강서구 명지동,스포츠시설>필라테스,,부산광역시 강서구 명지동 3602-1 동건프라자 7층,부산광역시 강서구 명지국제2로28번길 3 동건프라자 7층,482955,277638,,https://www.instagram.com/yr.pilates,O
652939,대흥전업사,광주광역시 남구 주월동,"제조업>전자,전기",,광주광역시 남구 주월동 1267-23,광주광역시 남구 봉선중앙로123번길 30-2,300625,282005,,,O
652983,청년대리운전,경기도 수원시 팔달구 인계동,,,,,,,,,X
653007,피앤피스위밍풀,서울특별시 서초구 신원동,,,,,,,,,X
653145,셀파우등생교실 휴스토리교실,경기도 의정부시 낙양동,교습학원>공부방,,경기도 의정부시 낙양동 710 205동,경기도 의정부시 오목로 252,320988,572222,,http://blog.naver.com/sss1024411/221219804496,O
653210,에스엘이영어학원,경기도 의왕시,,,,,,,,,X
653232,원할머니보쌈 용인모현점,경기도 용인시 처인구 모현읍 일산리,"한식>족발,보쌈",,경기도 용인시 처인구 모현읍 일산리 112-130,경기도 용인시 처인구 모현읍 문현로 348 203호,333417,526394,,http://bossam.co.kr/,O
653303,책방 마음이음,경기도 수원시 장안구 율전동,"쇼핑,유통>서점",,경기도 수원시 장안구 율전동 554,경기도 수원시 장안구 상률로46번길 3 203호,308985,523148,,,O
653579,금호마을점 BBQ,광주광역시 서구 금호동,"음식점>치킨,닭강정",,광주광역시 서구 금호동 741-1,광주광역시 서구 운천로 43,296194,282566,,,O
653826,잇투헤어(it2헤어),경기도 성남시 분당구 분당동,,,,,,,,,X
653857,평양분식,전라남도 완도군 고금면 덕암리,,,,,,,,,X
653895,써브웨이 뚝섬유원지역점,서울특별시 광진구 자양동,음식점>샌드위치,,서울특별시 광진구 자양동 854,"서울특별시 광진구 뚝섬로34길 67 광진트라팰리스 101호, 102호",317779,548195,,http://www.subway.co.kr/,O
653926,맵당군자점,서울특별시 광진구 능동,"한식>육류,고기요리",,서울특별시 광진구 능동 223-9 1층 103호,서울특별시 광진구 능동로34길 27 1층 103호,319003,550738,,,O
654004,형포차,충청남도 논산시 내동,술집>포장마차,,충청남도 논산시 내동  272-7,충청남도 논산시 시민로258번길 10 논산제이파크2단지,319047,399280,,,O
654100,요리하는형제,경기도 고양시 일산동구 백석동,,,,,,,,,X
654228,여기있소 먹고가소(남문점),경기도 수원시 팔달구 팔달로3가,,,,,,,,,X
654293,크린업24 풍향점,광주광역시 북구 풍향동,세탁>셀프빨래방,,광주광역시 북구 풍향동 720,광주광역시 북구 갈마로 13,302913,285191,,http://www.cleanup24.co.kr/sub/storelist/view.asp?idx=8169,O
654373,씨유(CU) 남산네오점,부산광역시 금정구 남산동,"생활,편의>편의점",,부산광역시 금정구 남산동 333-22,부산광역시 금정구 팔송로39번길 82,499206,297134,,http://cu.bgfretail.com/,O
654528,뷔반,대구광역시 동구 신기동,,,,,,,,,X
654574,법무사임원묵사무소,경기도 오산시 궐동,,,,,,,,,X
654658,킴스 스토어,전라남도 영광군 영광읍 백학리,,,,,,,,,X
655149,(주)씨드에프앤비,경기도 고양시 덕양구 내유동,,,,,,,,,X
655397,주식회사 에이포스인터내셔날,경기도 화성시 봉담읍 마하리,,,,,,,,,X
655448,주식회사 한국에프에스,서울특별시 강남구 역삼동,,,,,,,,,X
655609,맛난돼지,경기도 양평군 옥천면 아신리,,,,,,,,,X
655653,씨더웍스(seetheworks),충청북도 청주시 상당구 문의면 남계리,"컴퓨터프로그래밍,정보서비스업>시스템,네트워크",,충청북도 청주시 상당구 문의면 남계리 501-11,충청북도 청주시 상당구 문의면 남계3길 30-14,355226,438035,,http://seetheworks.com,O
655710,와포,서울특별시 광진구 화양동,,,,,,,,,X
655770,남산기획,대구광역시 남구 대명동,제조업>인쇄업,,대구광역시 중구 남산2동 232-1,대구광역시 중구 명륜로12길 70,453190,362777,,,X
655776,엘로쿠케이쿠 (elokuu cake),대전광역시 서구 둔산동,,,,,,,,,X
655779,스튜디오시옷,강원도 강릉시 임당동,"쇼핑,유통>공예용품",,강원도 강릉시 임당동 98-19,강원도 강릉시 토성로 183,479140,573110,,,O
655861,리즐리 필라테스,서울특별시 마포구 상수동,스포츠시설>필라테스,,서울특별시 마포구 상수동 314-3,서울특별시 마포구 독막로15길 3-13 3층,304884,550128,,https://www.instagram.com/lizlypilates,O
655918,(주)엠앤엠수학,서울특별시 강남구 대치동,,,,,,,,,X
656153,여보새우,대전광역시 서구 월평동,음식점>야식,,대전광역시 서구 월평동 1446,대전광역시 서구 월평서로25번길 83,342190,417133,,,O
656230,떡볶당 충북증평점,충청북도 증평군 증평읍 장동리,분식>떡볶이,,충청북도 증평군 증평읍 장동리 248 장미상가 102호,충청북도 증평군 증평읍 증평로 17 장미상가 102호,363421,465221,,http://www.ttbokdang.co.kr/main/,O
656292,아센(ASSEN),서울특별시 동대문구 전농동,,,,,,,,,X
656348,와이엘후레쉬,인천광역시 남동구 구월동,,,,,,,,,X
656402,회포장전문점,인천광역시 미추홀구 주안동,한식>생선회,,인천광역시 미추홀구 주안동 1465,인천광역시 미추홀구 미추홀대로 584,283408,539403,,,O
656500,오성뼈해장국,경기도 연천군 미산면 삼화리,,,,,,,,,X
656544,주식회사 어반필드,서울특별시 구로구 신도림동,,,,,,,,,X
656652,해영,경기도 의정부시 호원동,,,,,,,,,X
656763,아이몰,경상남도 거제시 아주동,,,,,,,,,X
656803,바삭튀김,경기도 수원시 영통구 영통동,음식점>분식,,경기도 수원시 영통구 영통동 1054-3 신명한국아파트상가 123호,경기도 수원시 영통구 봉영로1770번길 21 신명한국아파트상가 123호,318877,518760,,,O
656919,다빈치부산연제구,부산광역시 부산진구 양정동,"쇼핑,유통>서점",,부산광역시 연제구 연산동 2262,"부산광역시 연제구 과정로343번길 43 (연산동, 연산 자이) 109동 1801호",499379,288307,,,X
656975,클린앤클린세탁소,대전광역시 유성구 노은동,세탁>운동화세탁,,대전광역시 유성구 지족동 1019-1,대전광역시 유성구 지족북로6번길 2,337750,420825,,,X
656999,올바른개성손만두,인천광역시 남동구 구월동,,,,,,,,,X
657009,수지신봉LG떡방,경기도 용인시 수지구 신봉동,"전통식품>떡,한과",,경기도 용인시 수지구 신봉동 82-4,경기도 용인시 수지구 신봉2로 15,318430,525116,,,O
657075,포트캔커피 이충점,경기도 평택시 이충동,"카페,디저트>카페",,경기도 평택시 이충동 664-6,경기도 평택시 이충로 49-27,317127,495819,,http://instagram.com/port.can.coffee,O
657094,(주)앵글러즈 코리아,경기도 고양시 일산동구 마두동,,,,,,,,,X
657153,마담헤어,광주광역시 북구 우산동,"생활,편의>미용실",,광주광역시 북구 중흥동 263-7,광주광역시 북구 호동로34번길 29,301640,286751,,,X
657155,카페제주,경기도 수원시 장안구 율전동,,,,,,,,,X
657192,씨유펫 일산덕이아울렛점,경기도 고양시 일산서구 덕이동,,,,,,,,,X
657274,널드커피(nerd coffee),서울특별시 송파구 송파동,"음식점>카페,디저트",,서울특별시 송파구 송파동 56-2 2층 204호,서울특별시 송파구 백제고분로45길 30 2층 204호 ,321380,545745,,https://www.instagram.com/p/CIXZYZbA6h9/?igshid=1t1ie9i1pdvmn,O
657318,지에스25 답십리청마루(상품권),서울특별시 동대문구 답십리동,,,,,,,,,X
657635,분식창고 홈플러스 동수원점,경기도 수원시 팔달구 인계동,,,,,,,,,X
657913,애월가츠 을지점,서울특별시 중구 초동,,,,,,,,,X
657959,길음진팜,경기도 평택시 오성면 길음리,,,,,,,,,X
658012,고스트랩(Ghost wrap),경기도 고양시 덕양구 화전동,,,,,,,,,X
658044,자연주의박,경기도 남양주시 평내동,,,,,,,,,X
658097,청년찌개 침산점,대구광역시 북구 노원동1가,"한식>찌개,전골",,대구광역시 북구 노원동1가 4-4 1층,대구광역시 북구 침산남로7길 6-1 1층,452522,365653,,,O
658191,헤어살롱 정,경기도 광주시 오포읍 추자리,,,,,,,,,X
658308,육담맛있는고기,경상남도 창원시 성산구 중앙동,"한식>육류,고기요리",,경상남도 창원시 성산구 중앙동 99-1,경상남도 창원시 성산구 용지로 58 메가플렉스,461707,291599,,,O
658364,세라젬 웰카페 창원진해점,경상남도 창원시 진해구 석동,,,,,,,,,X
658385,홍콩에그와플 트윈캔 오지는,경기도 부천시 상동,,,,,,,,,X
658468,외갓집 다육이,경기도 구리시 사노동,"쇼핑,유통>원예,화훼농원",,경기도 구리시 사노동 546-1,,323392,559694,,,O
658479,이조 주식회사,강원도 동해시 천곡동,,,,,,,,,X
658616,여기어때_카카오페이,경기도 성남시 분당구 백현동,,,,,,,,,X
658651,다온서비스교육 컨설팅,세종특별자치시 소담동,,,,,,,,,X
658654,비즈허브코리아(주),서울특별시 서초구 방배동,,,,,,,,,X
658680,단열필름 솔라텍,대전광역시 서구 월평동,"쇼핑,유통>기타건축자재",,대전광역시 서구 월평동 964,대전광역시 서구 월평서로6번길 56 101호,342926,417298,,http://www.solartek.kr/,O
658781,더투투메이드,충청남도 홍성군 홍성읍 월산리,,,,,,,,,X
658809,이음피아노음악학원,대전광역시 서구 가장동,음악학원>피아노,,대전광역시 서구 가장동 61-36,대전광역시 서구 가장로 96-1 3층 ,344962,415050,,http://instagram.com/eum_piano,O
658829,주식회사 에스엠나노텍,충청북도 청주시 흥덕구 송정동,,,,,,,,,X
658868,꼬끼오꼬마김밥인천논현에코점,인천광역시 남동구 논현동,음식점>한식,,인천광역시 남동구 논현동 649-4,인천광역시 남동구 논고개로 93 119호 일부,287292,533842,,,O
659010,대상노무법인,서울특별시 서초구 양재동,"전문,기술서비스>공인노무사",,서울특별시 서초구 양재동 11-17 상가 208호,서울특별시 서초구 남부순환로 2614 상가 208호 209호,315014,542927,,http://www.daesangllf.co.kr,O
659104,센슈얼링,서울특별시 종로구 권농동,"쇼핑,유통>금제품전문",,서울특별시 종로구 권농동 171-3,서울특별시 종로구 율곡로10길 27-11 1층 센슈얼링,311093,553115,,http://sensualing.com,O
659225,역전할머니맥주 고양삼송점,경기도 고양시 덕양구 동산동,"술집>맥주,호프",,경기도 고양시 덕양구 동산동 369,경기도 고양시 덕양구 동송로 33,302828,561393,,https://www.youtube.com/c/역전할머니맥주,O
659240,육회한연어 주안점,인천광역시 미추홀구 주안동,,,,,,,,,X
659271,솔밭비치,충청남도 보령시 신흑동,숙박>펜션,,충청남도 보령시 신흑동 1903,충청남도 보령시 해수욕장6길 68,266908,413014,,http://www.solpat.com/,O
659380,성주컴사무기기,경상북도 성주군 성주읍 성산리,,,,,,,,,X
659471,카페덕배,서울특별시 은평구 신사동,"카페,디저트>카페",,서울특별시 은평구 신사동 265-5,서울특별시 은평구 갈현로3길 46-26,303515,556072,,http://instagram.com/cafe_duckboat,O
659503,디푸드랩(D.FOOD.LAB),경상남도 김해시,,,,,,,,,X
659553,IM커뮤니케이션,대전광역시 서구 가장동,,,,,,,,,X
659661,제이엔코(J&CO),서울특별시 성동구 옥수동,,,,,,,,,X
659698,시트러스테이블,서울특별시 용산구 후암동,"음식점>카페,디저트",,서울특별시 용산구 후암동 30-178 1층,서울특별시 용산구 두텁바위로 155 1층,310066,550434,,,O
659741,주식회사 해밀,경기도 화성시 능동,,,,,,,,,X
659768,자담치킨신대점,전라남도 순천시 해룡면 신대리,"음식점>치킨,닭강정",,전라남도 순천시 해룡면 신대리 1978-1,전라남도 순천시 해룡면 향매로 69,358834,259622,,http://ejadam.co.kr,O
