prod_nm,menu1_nm,menu3_nm
자몽,기타,자몽
레몬,기타,레몬
복숭아,기타,복숭아
레몬,기타,레몬
딸기,기타,딸기
복숭아,기타,복숭아
자두,기타,자두
청포도,기타,청포도
키위,기타,키위
오렌지,기타,오렌지
토마토,기타,토마토
고구마라떼,음료류,고구마라떼
밤라떼,음료류,라떼
초코라떼,음료류,초코라떼
생선카르파치오,한식,
생선스테이크,한식,
생선찜,한식,생선
문어,한식,문어
전복,한식,전복
이베리코등심스테이크,한식,
등심스테이크,한식,스테이크
안심스테이크,한식,스테이크
큐브스테이크,한식,스테이크
스테이크샐러드,한식,샐러드
부라타치즈샐러드,한식,샐러드
버섯샐러드,한식,샐러드
"트러플,감자퓨레 샐러드",한식,
수제크림치즈샐러드,한식,
오늘의스프,한식,
고르곤졸라피자,한식,피자
토마토페페로니피자,한식,
유기농꽃피자,한식,
마노시그니처라이스,한식,
해산물토마토리조또,한식,리조또
송로버섯크림소스리조또,한식,
꽃게와새우로맛을낸로제리조또,한식,
송로버섯(트러블)소스와구운뇨끼,한식,
정통방식의까르보나라파스타,한식,
라자냐오븐구이,한식,
한우화이트라구파스타,한식,
셰프추천파스타,한식,
Redwine,한식,
White wine,한식,
Sparkling wine,한식,
Alameda 2019,한식,
Castle Rock 2014,한식,
Mancey Bourgogne 2017,한식,
Chateau Teyssier Saint-Emilion Grand Cru 2016,한식,
Bread&Butter NAPA Califotnia 2017,한식,
Chianti Classico 2016 D.O.C.G,한식,
Ricossa Barbaresco 2013 D.O.C.G,한식,
PSI 2016,한식,
Pio Cesare Barbaresco 2012 D.O.C.G,한식,
Alameda 2019,한식,
7 Colors Reserva 2018,한식,
Barone Montalo 2016,한식,
Petit Chablis 2017,한식,
Gold Brut LUX NV,한식,
Moscato D'Asti Black Edition 2018,한식,
마노스타일알리오올리오,한식,
봉골레파스타,한식,파스타
해산물토마토파스타,한식,파스타
항정살아마트리치아나,한식,
꽃게와새우로맛을낸로제파스타,한식,
송로버섯크림소스파스타,한식,
A course,한식,
A course_생선요리추가,한식,
B course,한식,
B course_생선요리추가,한식,
B course_스파클링워터,한식,
C course(Steak),한식,
D course(Pasta),한식,
아메리카노,음료류,아메리카노
에스프레소,음료류,에스프레소
카페라떼,음료류,카페라떼
카페모카,음료류,카페모카
카라멜마끼아또,일식,카라멜마끼아또
바닐라라떼,음료류,바닐라라떼
고구마라떼,음료류,고구마라떼
녹차라떼,음료류,녹차라떼
다크초콜렛,기타,
레몬에이드,음료류,레몬에이드
자몽에이드,음료류,자몽에이드
청포도에이드,음료류,청포도에이드
자몽차,기타,자몽차
레몬차,기타,레몬차
유자차,기타,유자차
한라봉차,기타,한라봉
딸기,기타,딸기
키위,기타,키위
망고,기타,망고
쿠키초코,제과류,
자바칩프라프치노,기타,자바칩
딸기,기타,딸기
키위,기타,키위
망고,기타,망고
복숭아아이스티,음료류,복숭아아이스티
맥주,음료류,맥주
까망치즈,기타,
티라미수,제과류,티라미수
초코무스,제과류,초코
충만후라이드,기타,후라이드
매콤마늘양념치킨,일식,양념치킨
레드핫치킨,일식,치킨
마늘간장치킨,일식,치킨
매니아치킨,일식,치킨
간장파닭,한식,파닭
치즈몬스터,기타,
치킨텐더,일식,텐더
오징어통튀김,한식,튀김
티꾸간장똥집,기타,닭모래집
티꾸고추장똥집,기타,닭모래집
충만왕새우(6마리),기타,
충만왕새우_한마리당추가시,기타,왕새우
크림생맥주(500cc),음료류,생맥주
크림생맥주(1700cc),음료류,생맥주
크림생맥주(2700cc),음료류,생맥주
피로회복병맥주(카스),음료류,맥주
피로회복병맥주(하이트),음료류,맥주
피로회복병맥주(클라우드),음료류,맥주
피로회복병맥주(테라),음료류,
원기충전소주(처음처럼),음료류,소주
원기충전소주(참이슬),음료류,소주
음료수(콜라/500ml),음료류,음료수
음료수(사이다/500ml),음료류,음료수
음료수(콜라/1.25l),음료류,음료수
음료수(사이다/1.25l),음료류,
황태,기타,황태
쥐포,기타,쥐포
북어껍질튀김,한식,
치킨텐더,일식,텐더
먹태,기타,먹태
얼큰해물어묵탕,기타,
스노우어니언,기타,양파
핫스노우어니언,기타,양파
커리스노우어니언,양식,양파
간장티꾸닭,기타,간장
고추장티꾸닭,기타,고추장
커리티꾸닭,양식,
갈릭티꾸닭,기타,마늘
반반메뉴선택시,기타,
충만 후라이드,기타,후라이드
매콤마늘양념치킨,일식,양념치킨
마늘간장치킨,일식,치킨
레드핫치킨,일식,치킨
매니아치킨,일식,치킨
간장파닭,한식,파닭
간장티꾸닭,기타,간장
고추장티꾸닭,기타,고추장
커리티꾸닭,양식,
스노우 어니언,기타,양파
토종닭도리탕(김치/1마리),한식,
토종닭도리탕(시래기/1마리),한식,
코다리찜(1인분/2인이상),한식,
돼지갈비김치찜(1인분/2인이상),한식,
소불고기(1인분/2인이상),한식,
전주비빔밥,한식,비빔밥
시래기추가,한식,
공기밥,한식,공기밥
음료수,음료류,음료수
맥주,음료류,맥주
소주,음료류,소주
막걸리,음료류,막걸리
엄나무토종삼계탕,한식,
아메리카노,음료류,아메리카노
라떼,음료류,라떼
아몬드브리즈라떼,음료류,라떼
바닐라라떼,음료류,바닐라라떼
헤이즐넛라떼,음료류,헤이즐넛라떼
카라멜마끼아또,양식,카라멜마끼아또
연유라떼,음료류,연유라떼
플랫화이트,양식,플랫화이트
아인슈페너,양식,아인슈페너
크림라떼,음료류,크림라떼
라떼+생크림,양식,
라떼+생크림_바닐라시럽,양식,
얼그레이티,양식,얼그레이
히비스커스티,양식,히비스커스
페퍼민트,양식,페퍼민트
복숭아아이스티,음료류,복숭아아이스티
복숭아아이스티_탄산추가,음료류,
따뜻한유자차,양식,
말차라떼,음료류,말차라떼
토피넛라떼,음료류,토피넛라떼
핫초코,양식,핫초코
고구마라떼,음료류,고구마라떼
구아바,양식,
망고,양식,망고
라임,양식,
파인애플,양식,파인애플
자몽,양식,자몽
1BOX(4종),양식,
페스츄리왕도넛,양식,
왕도넛,양식,
블루문,양식,
스텔라,양식,
블랑,양식,
기네스,음료류,
사랑해,양식,
호가든로제,음료류,로제
애플폭스,양식,
에델바이스(350ml),음료류,
오리무중,양식,
바닷바람,양식,
결막염,양식,
십자도라이버,양식,
상그리아(레드),양식,
상그리아(화이트),양식,
감자튀김,양식,감자튀김
칠리나쵸,양식,칠리
Basic나쵸,양식,
갑오징어,기타,오징어
황태,기타,황태
먹태,기타,먹태
노가리,기타,노가리
한치,기타,한치
아귀쥐포,기타,쥐포
문어발(장족),기타,
문어발(통족),기타,
반건조오징어,기타,오징어
진미채튀김,한식,튀김
황태껍질튀김,한식,튀김
민물새우튀김&튀김쥐포,한식,
소고기마약육전,한식,
마약오징어전,기타,
오징어김치전,한식,김치전
동태전,기타,동태
참치전,기타,참치
고추전,한식,고추
꼬쟁이산적,한식,
굴전,기타,
모듬전,기타,모둠
통마늘통닭,기타,
윙&봉,기타,
닭강정,한식,강정
통마늘똥집튀김,한식,튀김
통마늘닭발튀김,한식,
야끼만두,일식,만두
치킨샐러드,양식,샐러드
진미채골뱅이소면,한식,
두부김치,한식,두부김치
편육,한식,
계란말이,한식,계란말이
홍어무침,한식,무침
주전자오뎅탕,기타,어묵탕
묵은지김치찌개,한식,김치찌개
알탕,한식,알탕
후르츠황도,기타,황도
멸치국수,한식,국수
짜파구리,기타,
해장라면,한식,라면
사리추가,기타,
두부추가,기타,부추
공깃밥,한식,
대하구이,한식,구이
쭈꾸미,기타,쭈꾸미
과메기,기타,
문어숙회,한식,숙회
석화,기타,
대하튀김,한식,튀김
플레인요거스(ML),음료류,
딸기요거스(ML),음료류,딸기
복숭아요거스(ML),음료류,복숭아
블루베리요거스(ML),음료류,블루베리
망고요거스(ML),음료류,망고
유자요거스(ML),음료류,유자
플레인요거스(L),음료류,
딸기요거스(L),음료류,딸기
복숭아요거스(L),음료류,복숭아
블루베리요거스(L),음료류,블루베리
망고요거스(L),음료류,망고
유자요거스(L),음료류,유자
복숭아숭숭(L),음료류,복숭아
파인소다(L),음료류,파인애플
딸기쏙쏙(L),음료류,딸기
바나나듬뿍(L),음료류,바나나
아메리카노(ML),음료류,아메리카노
카페라떼(ML),음료류,카페라떼
카푸치노(ML),음료류,카푸치노
카라멜마끼아또(ML),음료류,카라멜마끼아또
카페모카(ML),음료류,카페모카
바닐라라떼(ML),음료류,바닐라라떼
헤이즐넛라떼(ML),음료류,헤이즐넛라떼
연유라떼(ML),음료류,연유라떼
콜드브루(ML),음료류,콜드브루
콜드브루라떼(ML),음료류,콜드브루라떼
티라미수라떼(ML),음료류,라떼
아메리카노(L),음료류,아메리카노
카페라떼(L),음료류,카페라떼
카푸치노(L),음료류,카푸치노
카라멜마끼아또(L),음료류,카라멜마끼아또
카페모카(L),음료류,카페모카
바닐라라떼(L),음료류,바닐라라떼
헤이즐넛라떼(L),음료류,헤이즐넛라떼
연유라떼(L),음료류,연유라떼
콜드브루(L),음료류,콜드브루
콜드브루라떼(L),음료류,콜드브루라떼
티라미수라떼(L),음료류,라떼
딥초코라떼(ML),음료류,초코라떼
녹차라떼(ML),음료류,녹차라떼
자색고구마라떼(ML),음료류,고구마라떼
밀크티(ML),음료류,밀크티
민트초코라떼(ML),음료류,민트초코라떼
딥초코라떼(L),음료류,초코라떼
녹차라떼(L),음료류,녹차라떼
자색고구마라떼(L),음료류,고구마라떼
밀크티(L),음료류,밀크티
민트초코라떼(L),음료류,민트초코라떼
허브티(얼그레이/ML),음료류,
허브티(캐모마일/ML),음료류,허브차
허브티(페퍼민트/ML),음료류,허브차
허브티(히비스커스/ML),음료류,허브차
과일티(레몬티/ML),음료류,과일차
과일티(유자티/ML),음료류,과일차
과일티(자몽티/ML),음료류,과일차
과일주스(토마토/ML),음료류,과일주스
과일주스(청포도/ML),음료류,
과일주스(수박/ML),음료류,
과일주스(키위/ML),음료류,과일주스
과일주스(사과/ML),음료류,과일주스
과일주스(망고/ML),음료류,과일주스
과일주스(자몽/ML),음료류,과일주스
과일주스(딸기/ML),음료류,과일주스
허브티(얼그레이/L),음료류,허브차
허브티(캐모마일/L),음료류,허브차
허브티(페퍼민트/L),음료류,허브차
허브티(히비스커스/L),음료류,허브차
과일티(레몬티/L),음료류,과일차
과일티(유자티/L),음료류,과일차
과일티(자몽티/L),음료류,과일차
더블초코리터치노(ML),음료류,초코
쿠앤크리터치노(ML),음료류,
자바칩리터치노(ML),음료류,자바칩
민트초코칩리터치노(ML),음료류,민트초코
녹차리터치노(ML),음료류,녹차
더블초코리터치노(L),음료류,초코
쿠앤크리터치노(L),음료류,
자바칩리터치노(L),음료류,자바칩
민트초코칩리터치노(L),음료류,민트초코
녹차리터치노(L),음료류,녹차
레몬에이드(ML),음료류,레몬에이드
청포도에이드(ML),음료류,청포도에이드
자몽에이드(ML),음료류,자몽에이드
라임모히또에이드(ML),음료류,
유자에이드(ML),음료류,유자에이드
레몬에이드(L),음료류,레몬에이드
청포도에이드(L),음료류,청포도에이드
자몽에이드(L),음료류,자몽에이드
라임모히또에이드(L),음료류,
유자에이드(L),음료류,유자에이드
딸기나나라떼,음료류,라떼
딸기쿠앤크리터치노,음료류,
생딸기쿨러,음료류,딸기
딸기블리요거스,음료류,
아주홍시(ML),음료류,홍시
아주베리(ML),음료류,
아주카도(ML),음료류,
아주홍시(L),음료류,홍시
아주베리(L),음료류,
아주카도(L),음료류,
시원소-다(ML),음료류,
미숫깨-루(ML),음료류,
참멜론(ML),음료류,
시원소-다(L),음료류,
미숫깨-루(L),음료류,
참멜론(L),음료류,
샤이닝슈가(ML),음료류,
샤이닝슈가(L),음료류,
에스프레소(Hot),음료류,에스프레소
에스프레소(Ice),음료류,에스프레소
아메리카노(Hot/R),음료류,아메리카노
아메리카노(Hot/L),음료류,아메리카노
아메리카노(Ice/R),음료류,아메리카노
아메리카노(Ice/L),음료류,아메리카노
카페라떼(Hot/R),음료류,카페라떼
카페라떼(Hot/L),음료류,카페라떼
카페라떼(Ice/R),음료류,카페라떼
카페라떼(Ice/L),음료류,카페라떼
카푸치노(Hot),음료류,카푸치노
카푸치노(Ice),음료류,카푸치노
바닐라라떼(Hot),음료류,바닐라라떼
바닐라라떼(Ice),음료류,바닐라라떼
녹차라떼(Hot),음료류,녹차라떼
녹차라떼(Ice),음료류,녹차라떼
고구마라떼(Hot),음료류,고구마라떼
고구마라떼(Ice),음료류,고구마라떼
카페모카(Hot),음료류,카페모카
카페모카(Ice),음료류,카페모카
카라멜마키아또(Hot),음료류,마끼아또
카라멜마키아또(Ice),음료류,마끼아또
핫초코(Hot),음료류,핫초코
핫초코(Ice),음료류,핫초코
민트초콜렛(Hot),음료류,
민트초콜렛(Ice),음료류,
블러썸아포카토(Ice),음료류,
밀크빙고(S),기타,
밀크빙고(L),기타,
트리플베리빙고(S),기타,
트리플베리빙고(L),기타,
딸기빙고(S),기타,
딸기빙고(L),기타,
블루베리스페셜,기타,
귤&오렌지스페셜,기타,
망고스페셜,기타,
블로썸빙산,기타,
블랙&화이트빙산,기타,
생과일쥬스(오렌지),음료류,생과일주스
생과일쥬스(파인애플),음료류,생과일주스
생과일쥬스(바나나),음료류,생과일주스
생과일쥬스(키위),음료류,생과일주스
생과일쥬스(딸기),음료류,생과일주스
생과일쥬스(망고),음료류,생과일주스
요커트스무디(플레인),음료류,스무디
요커트스무디(딸기),음료류,스무디
요커트스무디(망고),음료류,
요커트스무디(키위),음료류,
요커트스무디(블루베리),음료류,스무디
레몬에이드,음료류,레몬에이드
자몽에이드,음료류,자몽에이드
청포도에이드,음료류,청포도에이드
블루사파이어에이드,음료류,
싱그리아와인에이드,음료류,
아이스티,음료류,아이스티
웰치스,음료류,
페리에,기타,
골든메달(애플쥬스),음료류,
골든메달스파클링,음료류,
잎녹차(Hot),음료류,녹차
잎녹차(Ice),음료류,녹차
캐모마일(Hot),음료류,캐모마일
캐모마일(Ice),음료류,캐모마일
페퍼민트(Hot),음료류,페퍼민트
페퍼민트(Ice),음료류,페퍼민트
유자차(Hot),음료류,유자차
유자차(Ice),음료류,유자차
레몬차(Hot),음료류,레몬차
레몬차(Ice),음료류,레몬차
자몽차(Hot),음료류,자몽차
자몽차(Ice),음료류,자몽차
생강차(Hot),음료류,생강차
생강차(Ice),음료류,생강차
대추차(Hot),음료류,대추차
대추차(Ice),음료류,대추차
티라미수,제과류,티라미수
치즈케익,제과류,케이크
초콜릿무스,제과류,
시나몬브레드,제과류,빵
갈릭치즈브레드,제과류,빵
커피콩빵(커피),음료류,빵
커피콩빵(아몬드),음료류,
빙고단팥죽,기타,
한방쌍화탕,음료류,쌍화차
지짐보쌈정식,한식,
마늘지짐보쌈정식,한식,
고기추가,기타,고기
지짐보쌈(소),한식,
지짐보쌈(중),한식,
지짐보쌈(대),한식,
소주,음료류,소주
맥주,음료류,맥주
음료수,음료류,음료수
막국수,한식,막국수
쟁반국수,한식,국수
고기추가,기타,고기
아귀찜(대),한식,아귀찜
아귀찜(중),한식,아귀찜
아귀찜(소),한식,아귀찜
아귀찜_순살변경,한식,
아귀수육,한식,수육
아귀탕(중),한식,
아귀탕(소),한식,
돌판낙지볶음(2인분이상),한식,
아귀추가,한식,
시래기추가,한식,
콩나물추가,한식,콩나물
미나리추가,한식,
아귀대창볶음,한식,
아귀순살튀김,한식,
새우튀김,한식,새우튀김
수제돈까스,한식,돈까스
새우볶음밥,한식,새우볶음밥
철판볶음밥,한식,볶음밥
계란철판볶음밥,한식,
공기밥,한식,공기밥
우동사리,한식,우동사리
라면사리,한식,라면사리
돌판낙지볶음(1인/2인분이상주문가능),한식,
산사춘,한식,산사춘
청하,음료류,청하
소주,음료류,소주
맥주,음료류,맥주
생막걸리,음료류,막걸리
음료수(사이다),음료류,음료수
음료수(콜라),음료류,음료수
음료수(환타),음료류,음료수
써핑쿨2개,한식,
육개장칼국수,한식,칼국수
칼국수,한식,칼국수
쫄면,한식,쫄면
냉쫄면,한식,쫄면
만두,한식,만두
떡볶이,한식,떡볶이
라볶이,한식,라볶이
라면,한식,라면
해장라면,한식,라면
오뎅탕,한식,어묵탕
만두추가,한식,만두
치즈추가,한식,치즈
떡추가,한식,
계란후라이(2개),한식,계란
교동김밥,한식,김밥
더블치즈김밥,한식,치즈김밥
참치마요김밥,한식,김밥
돈까스김밥,한식,김밥
샐러드김밥,한식,김밥
매콤진미김밥,한식,김밥
음료수,음료류,음료수
소주,음료류,소주
맥주,음료류,맥주
생맥주,음료류,생맥주
등심돈까스,한식,돈까스
치즈돈까스,한식,치즈돈까스
비빔밥,한식,비빔밥
김치볶음밥,한식,김치볶음밥
쇠고기볶음밥,한식,볶음밥
새우볶음밥,한식,새우볶음밥
순두부찌개,한식,순두부찌개
된장찌개,한식,된장찌개
얼큰김치국밥,한식,
육개장,한식,육개장
황태해장국,한식,해장국
뚝배기불고기,한식,불고기
제육덮밥,한식,제육덮밥
진짜시원한살얼음생맥주(500),음료류,생맥주
진짜시원한살얼음생맥주(300),음료류,생맥주
진짜시원한살얼음생맥주(1000),음료류,생맥주
크라운에일(싱글IPA/4.5%/IBU40/340ml),음료류,
제임슨하이볼,음료류,하이볼
제임슨Bottle(700ml),음료류,
제임슨(1샷/30ml),음료류,
양맥set,기타,
미니소맥세트,기타,
소주,음료류,소주
병맥주,음료류,맥주
무알콜맥주(텍사스셀렉트),음료류,맥주
콜라/사이다/토닉워터,음료류,탄산음료
크라운쌀통닭,기타,통닭
수원왕갈비쌀통닭,기타,통닭
크라운순살치킨,일식,순살치킨
수원왕갈비순살치킨,일식,순살치킨
폴드치킨피자,양식,피자
고르곤졸라피자,양식,피자
페페로니피자,양식,피자
보들이먹태,기타,먹태
반건오징어,기타,오징어
촉촉통노가리,기타,노가리
한치구이,한식,구이
수제오징어입구이,한식,구이
투뿔오징어육포,기타,오징어
한입노가리,기타,노가리
아귀채,기타,
왕문어다리,기타,문어
소떡소떡,한식,
염통꼬치,한식,꼬치
은행꼬치,한식,꼬치
쥐포튀김,한식,튀김
매콤김말이,한식,김말이
땅콩추가,기타,땅콩
라면사리추가,한식,라면사리
도시락김추가(3EA),일식,도시락
추억의훈제칠면조,기타,훈제
불맛해물짬뽕탕,일식,짬뽕탕
크라운부대찌개,한식,부대찌개
신직화무뼈닭발,기타,닭발
크라운오뎅탕,기타,어묵탕
골뱅쫄면,한식,쫄면
모듬소세지&감자튀김,패스트푸드,감자튀김
어니언치킨샐러드,양식,샐러드
오지치즈후라이M,기타,치즈
케이준치킨샐러드,양식,샐러드
모래집볶음,한식,볶음
통새우고로케,제과류,고로케
더블치즈스틱&포테이토,패스트푸드,감자
한정판호두강정(한정판매),한식,강정
우유튀김,음료류,튀김
크리미버터감자,기타,감자
아이스포도,기타,포도
왕새우튀김,한식,왕새우튀김
매콤국물떡볶이,한식,국물떡볶이
휴게소알감자,기타,감자
아이스황도,기타,황도
에스프레소(HOT),음료류,에스프레소
아메니카노(HOT),음료류,
아메니카노(ICE),음료류,
카페라떼(HOT),음료류,카페라떼
카페라떼(ICE),음료류,카페라떼
카푸치노(HOT),음료류,카푸치노
카푸치노(ICE),음료류,카푸치노
카페모카(HOT),음료류,카페모카
카페모카(ICE),음료류,카페모카
바닐라라떼(HOT),음료류,바닐라라떼
바닐라라떼(ICE),음료류,바닐라라떼
카라멜마끼아또(HOT),음료류,카라멜마끼아또
카라멜마끼아또(ICE),음료류,카라멜마끼아또
녹차.초코라떼(HOT),음료류,
녹차.초코라떼(ICE),음료류,
검은콩라떼(HOT),음료류,라떼
검은콩라떼(ICE)(ICE)(ICE),음료류,
수제레몬/자몽/보이차,음료류,
수제라임에이드,음료류,에이드
청포도에이드,음료류,청포도에이드
요거트스무디(플레인/딸기/망고),음료류,
아이스티(레몬/복숭아),음료류,아이스티
토마토/딸기,음료류,
꽃차(마리골드),음료류,
루이보스,음료류,루이보스
쟈스민,음료류,
캐모마일,음료류,캐모마일
그린민트,음료류,민트
허니브레드,제과류,빵
"와플,베이글",제과류,베이글
케익(티라미수),제과류,케이크
천국김밥,한식,김밥
치즈김밥,한식,치즈김밥
참치김밥,한식,참치김밥
돈까스김밥,한식,김밥
고추참치김밥,한식,참치김밥
킹소세지김밥,한식,김밥
직화불고기김밥,한식,
제육불고기김밥,한식,김밥
새우튀김김밥,한식,김밥
신라면,한식,라면
떡라면,한식,라면
치즈라면,한식,라면
만두라면,한식,라면
김치라면,한식,라면
해물라면,한식,라면
쫄면,한식,쫄면
쫄면+튀김만두,한식,
칼국수,한식,칼국수
김치칼국수,한식,칼국수
김치만두,한식,만두
고기만두,한식,만두
반반만두,한식,만두
갈비만두,한식,만두
떡볶이,한식,떡볶이
라볶이,한식,라볶이
치즈떡볶이,한식,떡볶이
치즈라볶이,한식,라볶이
오뎅,한식,어묵
유부우동,한식,우동
사골만두국,한식,만두국
사골떡만두국,한식,떡만두국
사골떡국,한식,떡국
철판김치볶음밥,한식,김치볶음밥
새우볶음밥,한식,새우볶음밥
햄야채볶음밥,한식,볶음밥
카레덮밥,한식,카레덮밥
낙지덮밥,한식,덮밥
직화제육덮밥,한식,제육덮밥
직화소고기덮밥,한식,고기덮밥
직화오징어덮밥,한식,오징어덮밥
불낙덮밥,한식,덮밥
돌솥비빔밥,한식,돌솥비빔밥
비빔밥,한식,비빔밥
양푼비빔밥,한식,비빔밥
오므라이스,한식,오므라이스
뚝배기불고기,한식,불고기
떡갈비,한식,떡갈비
육개장,한식,육개장
수제등심왕생돈까스,한식,
치즈돈까스,한식,치즈돈까스
고구마치즈돈까스,한식,치즈돈까스
순두부찌개,한식,순두부찌개
김치찌개,한식,김치찌개
된장찌개,한식,된장찌개
청국장,한식,청국장
부대찌개,한식,부대찌개
물냉면,한식,물냉면
비빔냉면,한식,비빔냉면
콩국수,한식,콩국수
냉모밀,한식,냉모밀
뼈해장국,한식,뼈해장국
설렁탕,한식,설렁탕
갈비탕,한식,갈비탕
돈까스+김밥,한식,김밥
돈까스+라면,한식,라면
돈까스+쫄면,한식,쫄면
돈까스+냉모밀,한식,
돈까스+우동,한식,
돈까스+카레덮밥,한식,
돈까스+스팸김치볶음밥,한식,
돈까스+햄야채볶음밥,한식,
돈까스+오므라이스,한식,오므라이스
더블소세지,기타,
트리플소세지,기타,
베이컨포테이토피자,양식,피자
피자,양식,피자
딥치즈베이컨,기타,베이컨
더블치즈감자,기타,감자
베이컨치즈베이글,제과류,베이글
핫치킨MVP,일식,치킨
햄치즈포테이토,기타,감자
통새우,기타,새우
딥치즈베이컨포테이토,기타,감자
베이컨베스트,기타,베이컨
불갈비MVP,기타,갈비
더블치즈돈까스,기타,치즈돈까스
맵달맵달리챔,기타,
불고기MVP,한식,불고기
스테이크햄VIP,일식,스테이크
감자,기타,감자
햄스페셜,기타,
햄치즈,기타,햄치즈
아메리카노,음료류,아메리카노
카페라떼,음료류,카페라떼
바닐라라떼,음료류,바닐라라떼
카페모카,음료류,카페모카
카라멜라떼,음료류,카라멜라떼
레몬,기타,레몬
자몽,기타,자몽
청포도,기타,청포도
핫초코,기타,핫초코
아이스초코,기타,초코
밀크티,음료류,밀크티
딸기,기타,딸기
키위,기타,키위
애플망고,기타,망고
바나나,기타,바나나
딸기바나나,기타,딸기바나나
초코바나나,기타,바나나
토마토,기타,토마토
수박,기타,
밀크,기타,
딸기,기타,딸기
초코,기타,초코
녹차,음료류,녹차
얼그레이,기타,얼그레이
아이스티,음료류,아이스티
봉골레,기타,
할라피뇨쉬림프오일,기타,
알리오올리오에페페론치노,양식,
베이컨투움바,기타,
해산물크림,기타,크림
아라비아따,양식,
해산물토마토,기타,토마토
쉬림프로제,기타,로제
부채살스테이크(210~230g),일식,
큐브스테이크(190g~210g),일식,
리코타치즈샐러드,양식,샐러드
콜라,기타,탄산음료
사이다,음료류,탄산음료
오렌지쥬스,음료류,주스
수제매실차,음료류,매실
레몬에이드,음료류,레몬에이드
자몽에이드,음료류,자몽에이드
청포도에이드,음료류,청포도에이드
하우스레드와인(1잔),음료류,
발렌타인17년산(1잔),기타,
발렌타인12년산(1잔),기타,
잭다니엘(1잔),기타,
기네스,음료류,
블루문,기타,
호가든,음료류,
카스,기타,맥주
참이슬,음료류,소주
인히스라구플라프,기타,
양송이베이컨크림리조또,양식,
새우로제리조또,양식,리조또
상차림비,한식,
껍데기목살(200g),한식,
목살(200g),한식,목살
두꺼운삼겹살(200g),한식,
얇은삼겹살(200g),한식,
가브리살(200g),한식,
항정살(200g),한식,항정살
생돼지갈비(200g),한식,돼지갈비
오겹살(200g),한식,오겹살
차돌박이(150g),한식,차돌박이
투뿔등심(150g/300g이상),한식,
제비추리(150g),한식,
갈비살(150g),한식,갈비살
부채살(150g),한식,
업진살(150g),한식,
치마살(150g),한식,
살치살(150g),한식,
토시(150g),한식,
안창(150g),한식,
양념돼지갈비(1대/300g),한식,
소막창(150g),한식,막창
숯불닭발(130g),한식,
샘스테이크피자(R),패스트푸드,피자
샘스테이크피자(L),패스트푸드,피자
깐쇼불갈비피자(R),패스트푸드,피자
깐쇼불갈비피자(L),패스트푸드,피자
반&반피자(R),패스트푸드,피자
반&반피자(L),패스트푸드,피자
7번가스페셜피자(R),패스트푸드,피자
7번가스페셜피자(L),패스트푸드,피자
놀부단호박피자(R),패스트푸드,피자
놀부단호박피자(L),패스트푸드,피자
칠리새우피자(R),패스트푸드,피자
칠리새우피자(L),패스트푸드,피자
체다골드포테이토피자(R),패스트푸드,피자
체다골드포테이토피자(L),패스트푸드,피자
홍대피자(R),패스트푸드,피자
홍대피자(L),패스트푸드,피자
칠리불갈비피자(R),패스트푸드,피자
칠리불갈비피자(L),패스트푸드,피자
해쉬베이컨피자(R),패스트푸드,피자
해쉬베이컨피자(L),패스트푸드,피자
와이키키피자(R),패스트푸드,피자
와이키키피자(L),패스트푸드,피자
언더더시피자(R),패스트푸드,피자
언더더시피자(L),패스트푸드,피자
고구마피자(R),패스트푸드,피자
고구마피자(L),패스트푸드,피자
리치고구마치킨피자(R),패스트푸드,피자
리치고구마치킨피자(L),패스트푸드,피자
슈퍼콤비네이션피자(R),패스트푸드,피자
슈퍼콤비네이션피자(L),패스트푸드,피자
슈퍼콤비네이션피자(G),패스트푸드,피자
페페로니피자(R),패스트푸드,피자
페페로니피자(L),패스트푸드,피자
페페로니피자(G),패스트푸드,피자
불고기피자(R),패스트푸드,피자
불고기피자(L),패스트푸드,피자
불고기피자(G),패스트푸드,피자
더블치즈피자(R),패스트푸드,치즈피자
더블치즈피자(L),패스트푸드,치즈피자
더블치즈피자(G),패스트푸드,치즈피자
흥부포테이토피자(R),패스트푸드,피자
흥부포테이토피자(L),패스트푸드,피자
흥부포테이토피자(G),패스트푸드,피자
고르곤졸라피자(L),패스트푸드,피자
치킨할라피뇨피자(L),패스트푸드,피자
스페니쉬연유라떼®,음료류,
스페니쉬연유라떼(L),음료류,연유라떼
카라멜마키아또®,음료류,
카라멜마키아또(L),음료류,마끼아또
아인슈페너®,음료류,
티라미수라떼®,음료류,
티라미수라떼(L),음료류,라떼
바닐라라떼/카페모카®,음료류,
바닐라라떼/카페모카(L),음료류,
카페라떼/카푸치노/숏라떼®,음료류,
카페라떼/카푸치노/숏라떼(L),음료류,
시그니처라떼®,음료류,
아메리카노/롱블랙®,음료류,
아메리카노/롱블랙(L),음료류,
콜드브루®,음료류,콜드브루
콜드브루(L),음료류,콜드브루
콜드브루라떼,음료류,콜드브루라떼
프랜치랙(180g이상),한식,
알등심(200g),한식,
숄더랙(180g이상),한식,
양꼬치(1인분),한식,꼬치
용성양꼬치(1인분),한식,
마늘꼬치(1개),한식,
토마토꼬치(1개),한식,
파꼬치(1개),한식,
하얼빈꿔바로우(대),한식,
하얼빈꿔바로우(소),한식,
쯔란마늘양고기볶음,한식,
가지튀김,한식,튀김
강남콩양고기볶음,한식,
마파두부,한식,마파두부
